polarity,tau,depth_m,radius_m,radius_over_R,axis_x_km,axis_y_km,axis_tilt_km,buoyancy_source,curved_tube_mode,F_n_classic,F_z_ordinary,F_z_tilted,F_z_tilt_correction,divF_classic,divF_tilted,divF_jacobian,divF_jacobian_correction,divF_christoffel_qg_approx,divF_curved_total,divF_curved_tube_qg_approx,divF_scale_upper_bound,epsilon_tilt,epsilon_curvature,jacobian_mean,jacobian_min,jacobian_max,metric_valid_fraction,metric_invalid_or_large_curvature,pv_flux_proxy
anticyclonic,0.5,0.5057600140571594,106779.67088530859,1.28125,0.0,0.0,0.0,thermal_wind,scale_audit,0.014546248714181262,0.21746586721092814,0.11199225391060379,0.10547361330032431,-0.025996931009837528,-0.025275388889694106,-0.025275388889694116,-1.0408340855860843e-17,6.48839551948985e-08,-0.02527532400573892,-0.025275388889694106,3.973059470277679e-07,1673.5436887849967,0.4762937522643844,1.0,0.5238913037280359,1.476108696271964,1.0,False,-2.3971320599647332e-05
anticyclonic,0.5,0.5057600140571594,111988.43531873828,1.34375,0.0,0.0,0.0,thermal_wind,scale_audit,-0.03527351071280513,0.2824564108269111,0.15765987254507785,0.1247965382818332,-0.040746312212971154,-0.034902368340896314,-0.03490236834089634,-2.7755575615628914e-17,-1.5733849555488226e-07,-0.034902525679391894,-0.034902368340896314,-9.634357183156385e-07,1673.5436887849967,0.4995275938382569,1.0,0.5006664892757451,1.499333510724255,1.0,False,-3.372936069926325e-05
anticyclonic,0.5,0.5057600140571594,117197.19975216797,1.40625,0.0,0.0,0.0,thermal_wind,scale_audit,-0.09793511149192008,0.34295014675722035,0.20345334715444646,0.13949679960277392,-0.05516689383137346,-0.044811969341071164,-0.04481196934107119,-2.7755575615628914e-17,-4.368423440920652e-07,-0.04481240618341528,-0.044811969341071164,-2.67493035373673e-06,1673.5436887849967,0.5227614354121293,1.0,0.4774416748234542,1.5225583251765458,1.0,False,-4.3232068233891074e-05
anticyclonic,0.5,0.5057600140571594,122405.96418559765,1.46875,0.0,0.0,0.0,thermal_wind,scale_audit,-0.16038975056109986,0.4067053937224761,0.2517617302312643,0.15494366349121183,-0.06950265039519758,-0.05474211153611626,-0.054742111536116335,-7.632783294297951e-17,-7.154230340487543e-07,-0.054742826959150385,-0.05474211153611626,-4.380772183422133e-06,1673.5436887849967,0.5459952769860017,1.0,0.45421686037116327,1.5457831396288368,1.0,False,-5.3227100205915164e-05
anticyclonic,0.5,0.5057600140571594,127614.72861902734,1.53125,0.0,0.0,0.0,thermal_wind,scale_audit,-0.22140716006740016,0.47449831642851475,0.30350390245639164,0.1709944139721231,-0.085060875857759,-0.06560536030075105,-0.06560536030075116,-1.1102230246251565e-16,-9.875929207533486e-07,-0.06560634789367191,-0.06560536030075105,-6.0473585415563424e-06,1673.5436887849967,0.5692291185598741,1.0,0.43099204591887225,1.5690079540811277,1.0,False,-6.394312748744853e-05
anticyclonic,0.5,0.5057600140571594,132823.49305245702,1.59375,0.0,0.0,0.0,thermal_wind,scale_audit,-0.2776035984326305,0.5400190599691675,0.355125007873513,0.1848940520956547,-0.09879158844879082,-0.07547021503870888,-0.07547021503870893,-5.551115123125783e-17,-1.2382587288697547e-06,-0.0754714532974378,-0.07547021503870888,-7.582268304409391e-06,1673.5436887849967,0.5924629601337466,1.0,0.40776723146658134,1.5922327685334188,1.0,False,-7.44935892967434e-05
anticyclonic,0.5,0.5057600140571594,138032.25748588672,1.65625,0.0,0.0,0.0,thermal_wind,scale_audit,-0.3183817209571148,0.6071237182195162,0.40870663255983203,0.19841708565968405,-0.11430822875660912,-0.08670902029994643,-0.0867090202999466,-1.6653345369377348e-16,-1.4201507016249892e-06,-0.08671044045064821,-0.08670902029994643,-8.696053095660053e-06,1673.5436887849967,0.615696801707619,1.0,0.38454241701429037,1.6154575829857096,1.0,False,-8.57537917364417e-05
anticyclonic,0.5,0.5057600140571594,143241.0219193164,1.71875,0.0,0.0,0.0,thermal_wind,scale_audit,-0.35375637684652184,0.6657608943889681,0.45841050926282056,0.20735038512614756,-0.127596419714287,-0.09699711135899518,-0.09699711135899533,-1.5265566588595902e-16,-1.5779403581104845e-06,-0.09699868929935344,-0.09699711135899518,-9.662251421776968e-06,1673.5436887849967,0.6389306432814914,1.0,0.3613176025619995,1.6386823974380005,1.0,False,-9.609620854408529e-05
anticyclonic,0.5,0.5057600140571594,148449.7863527461,1.7812500000000002,0.0,0.0,0.0,thermal_wind,scale_audit,-0.38160328320813514,0.7210188841090251,0.5067324814316801,0.21428640267734517,-0.14113521694587527,-0.10760571876433556,-0.10760571876433571,-1.5265566588595902e-16,-1.7021522741986488e-06,-0.10760742091660991,-0.10760571876433556,-1.0422842122595125e-05,1673.5436887849967,0.6621644848553638,1.0,0.33809278810970855,1.6619072118902916,1.0,False,-0.00010621004156803057
anticyclonic,0.5,0.5057600140571594,153658.55078617577,1.8437499999999998,0.0,0.0,0.0,thermal_wind,scale_audit,-0.3871269019048484,0.772727307730337,0.5529926719808296,0.2197346357495075,-0.15332007496723232,-0.11723830224823087,-0.11723830224823102,-1.5265566588595902e-16,-1.7267905321490883e-06,-0.11724002903876317,-0.11723830224823087,-1.0573710336142061e-05,1673.5436887849967,0.6853983264292361,1.0,0.3148679736574178,1.6851320263425822,1.0,False,-0.00011618712864888106
