polarity,tau,depth_m,radius_m,radius_over_R,axis_x_km,axis_y_km,axis_tilt_km,buoyancy_source,F_n_classic,F_z_ordinary,F_z_tilted,F_z_tilt_correction,divF_classic,divF_tilted,divF_curved_tube_qg_approx,divF_curvature_sensitivity_upper,curvature_radius_product,pv_flux_proxy
anticyclonic,0.5,1.5558552742004395,44274.497684152346,0.53125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.056735430202860884,-0.36954073452689956,-0.17404188701516574,-0.19549884751173385,0.18971530421588853,0.0776534671098688,0.0776534671098688,1.969142758458614e-06,1.53665542302956,7.239670045592262e-05
anticyclonic,0.5,1.5558552742004395,49483.26211758203,0.59375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.061131131337037015,-0.3835093193648209,-0.18458828553493814,-0.1989210338298828,0.19835968891424438,0.08233124243937483,0.08233124243937483,2.1217063862615943e-06,1.717438413974214,7.680510123533479e-05
anticyclonic,0.5,1.5558552742004395,54692.02655101172,0.65625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.06892060689195667,-0.3847644831991232,-0.1896500024326451,-0.19511448076647803,0.20108086411446827,0.08478783297234656,0.08478783297234656,2.3920593090528096e-06,1.8982214049188681,7.924180293988789e-05
anticyclonic,0.5,1.5558552742004395,59900.7909844414,0.71875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.07953733995216544,-0.37522355405351115,-0.18978634906269293,-0.1854372049908182,0.19891884289510617,0.08533127130262604,0.08533127130262604,2.760539162809944e-06,2.0790043958635223,7.99034301839523e-05
anticyclonic,0.5,1.5558552742004395,65109.555417871095,0.78125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.08923969956536854,-0.3558897025182298,-0.1852194517596632,-0.17067025075856665,0.19229766089526257,0.08389159547917222,0.08389159547917222,3.0972834353745115e-06,2.2597873868081764,7.861122671878812e-05
anticyclonic,0.5,1.5558552742004395,70318.31985130078,0.84375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.09859503741015062,-0.3233895598486047,-0.17401353250855248,-0.14937602734005212,0.1797215132868586,0.07962972243589012,0.07962972243589012,3.4219834632780194e-06,2.4405703777528305,7.451121262042954e-05
anticyclonic,0.5,1.5558552742004395,75527.08428473047,0.9062500000000001,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.113996763622668,-0.2735942879072929,-0.15400729181689002,-0.11958699609040283,0.15885677972130832,0.07144399758745318,0.07144399758745318,3.95653828256291e-06,2.6213533686974846,6.670631249180233e-05
anticyclonic,0.5,1.5558552742004395,80735.84871816015,0.96875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.13219674405081092,-0.21210321080336542,-0.12717393800949522,-0.08492927279387015,0.13256810523412785,0.06034731940752872,0.06034731940752872,4.588213402254855e-06,2.8021363596421387,5.6015968732745034e-05
anticyclonic,0.5,1.5558552742004395,85944.61315158985,1.03125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.15224974749171238,-0.14320731599284636,-0.09515375555521831,-0.048053560437628075,0.10099160561434199,0.046206659489457104,0.046206659489457104,5.284202246788295e-06,2.982919350586793,4.3071604990593716e-05
anticyclonic,0.5,1.5558552742004395,91153.37758501952,1.09375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.17279366009729588,-0.06247211630301822,-0.056541256941256675,-0.0059308593617615705,0.06523773585914519,0.02972031270643771,0.02972031270643771,5.997229302246341e-06,3.1637023415314465,2.731685836052847e-05
anticyclonic,0.5,1.5558552742004395,96362.14201844922,1.15625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.19258070724811452,0.05333718604598202,0.0010657819862618851,0.05227140405972013,0.015122493841198553,0.005571354519890186,0.005571354519890186,6.6839874790857035e-06,3.344485332476101,3.3750217014696105e-06
anticyclonic,0.5,1.5558552742004395,101570.90645187891,1.21875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.1711963221346477,0.13768725939977644,0.04812948799488505,0.08955777140489143,-0.021557025822541178,-0.013858839537701027,-0.013858839537701027,5.941789756433201e-06,3.525268323420755,-1.613276805334152e-05
anticyclonic,0.5,1.5558552742004395,106779.67088530859,1.28125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.13663394110524646,0.19610565701773447,0.08545957812481089,0.1106460788929236,-0.04708870832938687,-0.028802661650992566,-0.028802661650992566,4.742217248111919e-06,3.7060513143654092,-3.1117017809984966e-05
anticyclonic,0.5,1.5558552742004395,111988.43531873828,1.34375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.09231492525808331,0.24695188105632232,0.12102079015492352,0.1259310909013988,-0.0697348831466365,-0.04298953017104576,-0.04298953017104576,3.2040167126543903e-06,3.8868343053100634,-4.502903444078546e-05
anticyclonic,0.5,1.5558552742004395,117197.19975216797,1.40625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.033969328030862174,0.29353176748389026,0.15640999894734783,0.13712176853654237,-0.09110041111200849,-0.05719131770432197,-0.05719131770432197,1.1789891442174084e-06,4.067617296254718,-5.859456518729139e-05
anticyclonic,0.5,1.5558552742004395,122405.96418559765,1.46875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.02463812138352667,0.3435577448560375,0.19429111424382256,0.14926663061221496,-0.11282683227095007,-0.07165164932531741,-0.07165164932531741,-8.551266489198042e-07,4.248400287199371,-7.277910575795559e-05
anticyclonic,0.5,1.5558552742004395,127614.72861902734,1.53125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.08399680238141007,0.3964305556580679,0.23462564185850868,0.16180491379955925,-0.13561914497566188,-0.08695918160350623,-0.08695918160350623,-2.915315783305588e-06,4.429183278144026,-8.762517192022448e-05
anticyclonic,0.5,1.5558552742004395,132823.49305245702,1.59375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.14164988555920416,0.44891338200079367,0.275886001663501,0.1730273803372927,-0.15677802719944903,-0.10164479291139385,-0.10164479291139385,-4.916307947045994e-06,4.609966269088679,-0.00010245525136952733
